target_word,ground_truth_ipa,actual_ipa,distance
01SSD1M,/kɹab/,wʌn,13.5
02SSD1M,/aɹo/,pɹaɪvʌsi,40.25
01SSD1M,/skweɹ/,twiət⁷vəj²,41.0
01SSD1M,/kaɹ/,kʌm,6.125
04SSD2M,/fɛðəɹ/,fɛɹ,14.5
03SSD1F,/ɡlʌvz/,daɪnəsɔɹ,32.75
04SSD2M,/pɪɡ/,pɪk,0.25
04SSD2M,/tiθ/,θif,2.625
04SSD2M,/odʒʒo/,uto,15.75
03SSD1F,/ðae/,tɹaɪ,9.5
03SSD1F,/skweɹ/,ʃʊəɹ,11.625
04SSD2M,/dʒʒam/,tɑm,15.0
04SSD2M,/θaŋkjʉ/,fæŋkju,2.125
04SSD2M,/θɹi/,si,7.75
03SSD1F,/tɪɡəɹ/,tədeɪ,7.375
02SSD1M,/ɹɪŋ/,hɛd,10.0
01SSD1M,/ɡɪɹlz/,ɡɑn,18.5
cleft_16M,/tʉ/,si,3.0
03SSD1F,/fɛðəɹ/,feɪm,14.125
03SSD1F,/dɪɡəɹ/,tədɑ,11.625
02SSD1M,/ɡɪɹʌl//ɡɪɹl/,pʌzəl,35.0
cleft_28F,/asoɹ/,aɪθɔt,14.25
03SSD1F,/det/,kkkk,20.375
03SSD1F,/swɪŋ/,slip,10.625
03SSD1F,/θae/,faɪn,9.375
01SSD1M,/taɹ/,kʌm,8.25
03SSD1F,/hɛlɪkɔptəɹ/,hɛləkɑptəɹ,2.5
04SSD2M,/aʃa/,aɪsɔ,9.25
01SSD1M,/ʃip/,həloʊ,24.0
04SSD2M,/bɪskɪt/,pɜɹfɛkt,17.75
03SSD1F,/wɔtʃʃ/,kowa,29.375
04SSD2M,/ɔɹɪndʒʒ/,ɔɹɪndʒʒ,0.0
03SSD1F,/ɡoɹ//ɡoəɹ/,dɑɡ,32.375
03SSD1F,/kip/,tɪp,2.375
03SSD1F,/ʌmbəɹɛla/,aɪmbəlivəbəl,38.375
03SSD1F,/dʒʒɪɹaf/,ɡoʊ,34.625
02SSD1M,/iɹ/,jæ,6.875
03SSD1F,/kɪtʃʃɪn/,dʒʒæksən,24.25
03SSD1F,/kwin/,tɹuli,15.0
01SSD1M,/sɪzəɹz/,ʃisɛlz,5.25
04SSD2M,/splaʃ/,ʃpas,8.75
03SSD1F,/daɡəɹ/,ʒepœʁ,13.125
03SSD1F,/bʌtəɹflae/,bʌtðəfaɪt,27.25
02SSD1M,/ɹoɹ/,jɯllaɾ,27.625
04SSD2M,/ʌmbəɹɛla//ʌmbɹɛla/,æpəl,81.0
04SSD2M,/bʌɹd/,pɑ,15.5
04SSD2M,/θʌm/,fɔɹm,9.375
03SSD1F,/kɹab/,twɛlv,14.0
04SSD2M,/stɹɔbɛɹez/,stɑpðɪs,22.5
cleft_28F,/atɪp/,aɪkænt,19.0
03SSD1F,/tiθ/,tiθ,0.0
01SSD1M,/skʉl/,ʃ,22.5
03SSD1F,/pɪɡ/,kæt,5.625
04SSD2M,/ðat/,fæt,2.125
03SSD1F,/fɹɔɡ/,floʊt,13.375
03SSD1F,/skʉl/,soʊ,15.5
01SSD1M,/ɹɪŋk/,wɛnt,6.875
02SSD1M,/θɹi/,ʃi,8.0
03SSD1F,/ɪŋ/,θɹi,17.125
03SSD1F,/ʃip/,sɪk[music],38.5
cleft_16M,/atʃʃiɹ/,akiɔ,20.625
03SSD1F,/taktɪk/,tæp,23.375
04SSD2M,/ɡlʌv/,kæf,8.75
03SSD1F,/ɡɪde/,tədeɪ,10.625
03SSD1F,/taeɡəɹ/,deɪtə,11.625
01SSD1M,/klas/,klæs,0.5
04SSD2M,/fɪʃɪŋ//fɪʃɪn/,fɹɛʃ,47.5
04SSD2M,/jɛlo/,ziəɹoʊ,20.875
03SSD1F,/ɡʌt/,tʃʃaʊ,26.875
01SSD1M,/ðeɹ/,sava,14.0
01SSD1M,/dʒʒɪɹaf/,klaɐ,30.375
03SSD1F,/ɡʉ/,kæn,10.25
04SSD2M,/pip/,bip,0.25
cleft_21M,/atʉl/,æktʃʃəli,31.5
cleft_28F,/aʃʉt/,aɪsiɪt,17.0
03SSD1F,/zɛbɹa/,sɛtœpø,13.875
04SSD2M,/oɹ/,oʊ,3.5
01SSD1M,/hɛlɪkɔptəɹ/,hənaɪkæntɛl,19.375
04SSD2M,/ɹae/,laɪ,4.25
cleft_28F,/asɪp/,ə,22.5
03SSD1F,/bʌɡe/,ɹɛdi,10.5
04SSD2M,/tɛle/,dædi,5.0
04SSD2M,/hjʉmɪn/,hɔɪmæn,7.125
03SSD1F,/ɡʌʉn/,dɪŋ,12.75
cleft_28F,/aʃak/,ʃɑt,9.625
03SSD1F,/fɪʃ/,fɪʃ,0.0
03SSD1F,/ɡost/,dos,9.375
01SSD1M,/tʃʃɪkɪnkʌɹe/,tʃʃɪkəntaɪm,13.5
02SSD1M,/aɹo/,ædəm,14.5
01SSD1M,/bɹɛd/,plænət,19.0
03SSD1F,/zʉ/,soʊ,8.5
01SSD1M,/pikɪŋ/,pliz,19.25
cleft_28F,/asɔk/,əsɔlt,10.125
04SSD2M,/ɛlɪfant/,aɪhævəpɛt,23.5
01SSD1M,/ðeɹ/,ɔnðəlæp,33.25
02SSD1M,/iɹe/,izi,5.75
