target_word,ground_truth_ipa,actual_ipa,distance
04SSD2M,[tivti],it,21.75
01SSD1M,[apəl̰],ɑθ,16.875
04SSD2M,[tɛɰedɪ̽vɪ],dʌɪtʌfæt,19.25
03SSD1F,[dʌt],t,14.5
04SSD2M,[kʃkɔʃɪ̽z],tkɔsjɛs,18.0
01SSD1M,[ʋɪ̽ŋk],ðŋk,13.125
02SSD1M,[iʒɪi],iʒi,7.25
04SSD2M,[ɛbʌəʌ],æbʌ,15.25
03SSD1F,[kʉk],kɪ,9.25
02SSD1M,[aʒo],ɑkʃʌd,15.5
03SSD1F,[ʂwas],uʌ,17.375
04SSD2M,[bɪsɪ̽t],bɛsɛt,1.0
04SSD2M,[ɡʌv],ɡɔ,8.0
04SSD2M,[hʉmɪ̽n],humæt,4.25
04SSD2M,[spas],spɑs,0.25
04SSD2M,[fi],i,7.25
03SSD1F,[dlʌvz],kʌ,24.125
01SSD1M,[wɛᵊ],oʊʌnædbæŋkst,76.125
04SSD2M,[bɔp],bɔlp,7.25
02SSD1M,[kaʒɛɪ],kɑʒeɪ,0.5
03SSD1F,[kɪ̽ʔsɪ̽n͡m],sɛn,29.5
01SSD1M,[tʃʃɪkɪ̽nkʌwe],tʃʃɪkɪnkʌli,6.125
02SSD1M,[fɛdʌ],fætʌ,1.0
04SSD2M,[fɪ̽θɪ̽n],ɛsn,15.5
03SSD1F,[fae],aɪ,8.0
04SSD2M,[fɛʌ],s,15.625
04SSD2M,[ᵊlɛɐɭo],jænoʊ,19.375
03SSD1F,[wɔʔkʌɹ],wʌkʌ,15.25
01SSD1M,[¡hβab],ʌm,17.5
04SSD2M,[kap],kɑ,7.5
03SSD1F,[tif],ti,7.25
03SSD1F,[sae],wʌseɪ,16.25
04SSD2M,[fɔk],sɔk,1.125
03SSD1F,[fɪ̽s],soʊ,11.875
03SSD1F,[dɪdəɹ],tɪdɡʌ,12.625
01SSD1M,[ʃip͋],ʃibʌs,14.75
cleft_28F,[aθoᵊɹ],ðæsʌwʌʔ,25.375
04SSD2M,[doɐ],d,14.5
03SSD1F,[tʌidʌ],teɪktʌ,8.25
01SSD1M,[bʋɛdθ],æt,22.75
01SSD1M,[hɛləxɔptɐ],hfɛlʔtʌ,28.875
cleft_16M,[tʉ],tu,0.25
04SSD2M,[q'fan],n,21.75
02SSD1M,[dlʒɛɪ],ɡɹeɪt,20.375
cleft_28F,[aʪɵt],aɪʃʊd,16.75
01SSD1M,[wɔkɐ],wɔkʌp,7.75
04SSD2M,[ijo],i,14.5
04SSD2M,[stɔbeɪz],stʌlb,22.25
cleft_28F,[aʪɔk'],ʌʃoʊlk,22.5
03SSD1F,[dos],dus,1.0
cleft_21M,[as͋i],ʌsi,0.5
cleft_16M,[ɐtʃʃiᵊɹ],ʌki,24.375
04SSD2M,[ɔɻɪndʒʒ͋],oɹænt,17.75
03SSD1F,[wɔʔ()tʌɹ],wʌtʌhæf,24.125
01SSD1M,[ɢɑz],ɡɑz,0.5
04SSD2M,[aka],ʌkʌ,1.0
04SSD2M,[bip],bi,7.25
03SSD1F,[faʔwʌn͡m],ðæʔwʌaɪk,21.125
03SSD1F,[sek'],sk,7.25
04SSD2M,[aða],ɑ,14.75
04SSD2M,[wabɪ̽t],wɑbʌt,1.5
03SSD1F,[sɛbɹ͡wɐ],sæpʌ,16.0
03SSD1F,[bʌʔdəfae],bʌʔdʌseɪd,10.375
03SSD1F,[tco()koɐ],toʊlkulʌ,25.875
01SSD1M,[kɑɪ],kɔ,8.75
03SSD1F,[twwab],tuæf,11.625
03SSD1F,[tʃʃwin],tʃʃuŋ,10.875
03SSD1F,[fae],ɹɛ,12.5
cleft_16M,[ɐçi],ʌhi,3.5
03SSD1F,[jʌʔt͆e],jɛppis,15.375
04SSD2M,[fɪ̽θ],fɛ,7.75
03SSD1F,[ʌmbəʋɛlɐ],ɑmðʌlʌ,18.125
03SSD1F,[fʋɔd],fɔt,7.5
04SSD2M,[aɽa],ʌ,15.0
03SSD1F,[sʉ],si,1.75
04SSD2M,[ten],k,16.625
03SSD1F,[swɪ̽n],ʌʃuŋ,19.0
04SSD2M,[taemʌindʌiŋ͡n],tmaɪnðeɪ,31.75
03SSD1F,[si\sip],si,21.75
03SSD1F,[paʔtʌ],bʌtʌ,8.0
03SSD1F,[ɟoɐ],tʌ,9.625
02SSD1M,[ɡɪ̽ʝʌl],ɡoʊʃʌl,9.875
04SSD2M,[pɛb],bɛt,1.625
01SSD1M,[hɪ̽ʔstin],ætstind,21.625
cleft_21M,[akoᵊɹ],ʌkoɹ,0.5
04SSD2M,[tʉbʌs],tubɑs,1.0
03SSD1F,[taʔtɪʔ()t],t,43.5
03SSD1F,[bʌd͆e],bʌti,0.75
04SSD2M,[asa],ʌsʌ,1.0
04SSD2M,[kɑ],kʌ,0.75
04SSD2M,[oto],oʊtoʊ,14.5
