target_word,ground_truth_ipa,actual_ipa,distance
01SSD1M,[dʒʒ͌ɪ̽ʋaf],jʊɹæθə,2.625
03SSD1F,[dʒʒʉ],kɪ,2.4583333333333335
03SSD1F,[dos],uɹs,0.7916666666666667
03SSD1F,[fɪ̽s],sɛks,1.1666666666666667
04SSD2M,[hʉmɪ̽n],humɛn,0.08333333333333333
03SSD1F,/dʒʒaʉn/,aʊn,3.125
cleft_28F,[açak'],ʔʌfʃɑt,2.4583333333333335
04SSD2M,[tɛʌɽe],jɑɾ,2.291666666666667
03SSD1F,[bʌd͆e],bʌdi,0.041666666666666664
02SSD1M,[iʒɪi],iʒi,1.0
04SSD2M,[ɛəfaɪn],æfɹæd,1.6666666666666665
01SSD1M,[wɛᵊ],ʔɔnʌbæŋks,7.291666666666666
cleft_28F,[aʪɔk'],ʔʌsɔt,2.2500000000000004
01SSD1M,[pixɪŋ],ihɪŋd,1.541666666666667
01SSD1M,[bʋɛdθ],ɹæds,1.4583333333333333
03SSD1F,[sʉ],slɪ,1.2083333333333333
01SSD1M,[tʃʃɪkɪ̽nkʌwe],tʃʃɪkindʌliv,1.7083333333333335
02SSD1M,[aʒo],ʔɑʃoʊ,2.0833333333333335
02SSD1M,[tʃʃɛʌ],ʃæl,2.416666666666667
04SSD2M,[fɪ̽θ],sæʃ,0.3333333333333333
04SSD2M,[tip],it,1.125
03SSD1F,[sae],əseɪ,1.1666666666666665
04SSD2M,[taemʌindʌiŋ͡n],aɪmeɪnðeɪɪŋ,1.8333333333333335
04SSD2M,[kʃkɔʃɪ̽z],ʃkɔsjæɛs,2.4999999999999996
04SSD2M,[ijʌ],ʔiɑ,0.5416666666666666
01SSD1M,[ɔɹɪŋɡʃ],ʔoʊmŋʃ,0.9166666666666667
03SSD1F,[paʔtʌ],ɛʌ,3.125
03SSD1F,[wae],huaɪ,1.2083333333333333
04SSD2M,[zɛba],sɛɑ,1.0833333333333335
01SSD1M,[ɛɡ],ʔʌŋk,2.1249999999999996
04SSD2M,[q'fan],sɑn,1.1666666666666667
04SSD2M,[wabɪ̽t],wɑɡɛ,1.25
02SSD1M,[fɛdʌ],fætʌ,0.125
03SSD1F,[ɔhɬɪ̽dnz],ʌʃɛdits,1.7083333333333335
03SSD1F,[ʂwas],fhuæ,0.9583333333333333
cleft_21M,[at͋ɪ̽p],ʔʌtæ,1.5
04SSD2M,[lɛd],lɛ,1.0
01SSD1M,[stwɪ̽ŋ],stɹeɪ,0.5833333333333334
04SSD2M,[aɽa],ɑ,2.0416666666666665
01SSD1M,[hɪ̽ʔstin],hɛtstind,1.3333333333333335
04SSD2M,[kɑ],ɔ,1.1666666666666667
03SSD1F,[wɔʔkʌɹ],hwʌtʌ,1.875
04SSD2M,[tivti],ifi,2.041666666666667
04SSD2M,[bɔp],ɔp,1.0
01SSD1M,[wɔkɐ],wɔkʌp,1.0416666666666667
03SSD1F,[wɔʔ()tʌɹ],wʌʌ,3.083333333333333
03SSD1F,[lʌdɛdz],nʌtðɛt,0.9166666666666667
03SSD1F,[fɪ̽sɪ̽n],ɹɛθsɛn,1.4583333333333335
03SSD1F,[faʔwʌn͡m],fθætwʌmittʃʃ,5.708333333333334
02SSD1M,[kaʒɛɪ],ɑʒeɪ,1.0833333333333335
cleft_21M,[akoᵊɹ],ʔʌkoɹ,1.0416666666666667
02SSD1M,[ʒɛɪts],ʃeɪt,1.0833333333333333
04SSD2M,[kap],ɑp,1.0416666666666667
04SSD2M,[ten],t,2.0
02SSD1M,[pʉʌ],uʌ,1.0416666666666667
02SSD1M,[lʒab],dʒʒæp,1.2083333333333335
04SSD2M,[tɛɰedɪ̽vɪ],aɪiɛfæ,2.583333333333333
03SSD1F,[bʌɟɡə],ʌtjɛ,1.4166666666666667
02SSD1M,[ʒae],ʒaɪ,0.08333333333333333
03SSD1F,[jʌʔt͆e],jʌpiθ,1.0
01SSD1M,[ɡoz],eɪtiɡoʊnzjukəmʌz,13.0
cleft_16M,[ɐçi],ʌhi,0.16666666666666666
04SSD2M,[tʉbʌs],ublɔs,1.2916666666666665
04SSD2M,[ijo],l,2.25
03SSD1F,[tco()koɐ],ʊuʌ,3.2083333333333335
04SSD2M,[doɐ],ɑ,2.125
cleft_16M,[a̰hçɔkʼ],ʌʃɔ,2.25
01SSD1M,[pɪ̽ŋq'pɔŋq'],eɪŋoʊn,2.9166666666666665
04SSD2M,[aða],aɪɑ,0.375
04SSD2M,[kɥin],ŋ,3.125
03SSD1F,[fɪ̽ʔtʃʃə],sɛtʌ,3.2083333333333335
03SSD1F,[kʉk],wəʃɪt,2.666666666666667
01SSD1M,[apəl̰],ʔæftʊ,2.0
04SSD2M,[fɔk],flɔɡ,1.0416666666666667
01SSD1M,[ijʌ],jʌ,1.0
04SSD2M,[aka],ʌnʌ,0.4166666666666667
04SSD2M,[ɭɛɻo],noʊɾɔ,1.6666666666666667
cleft_21M,[as͋i],ʔʌsi,1.0416666666666667
03SSD1F,[fants],θʌŋ,2.4166666666666665
04SSD2M,[iʌɽi],hiʌɾi,1.0416666666666667
cleft_21M,[akʌp],ʔɑkʌp,1.0416666666666667
02SSD1M,[aʒo],ɑʃeɪ,1.1666666666666667
01SSD1M,[¡hβab],hwʌmb,1.2916666666666667
02SSD1M,[dlʒɛɪ],ɹeɪ,2.2083333333333335
04SSD2M,[pɛb],ɛ,2.0
03SSD1F,[sek'],sik,0.041666666666666664
01SSD1M,[ɢɑz],ɔz,1.1666666666666667
04SSD2M,[fi],fi,0.0
03SSD1F,[tɪdəɹ],ɪddʒʒʌ,2.291666666666667
02SSD1M,[ʒɪŋ],hjeɪŋ,2.25
04SSD2M,[tam],ʌm,1.0416666666666667
04SSD2M,[faŋkʉ],fænk,1.25
03SSD1F,[tswea],ʃɹwiʌ,0.5
04SSD2M,[tif],tif,0.0
04SSD2M,[oto],oʊtʊl,2.083333333333333
03SSD1F,[fae],fɹæhi,2.0833333333333335
04SSD2M,[fɛʌ],sɑ,1.2083333333333333
01SSD1M,[kɑɪ],,inf
04SSD2M,[bɪ̽ɡ],æɡ,1.125
03SSD1F,[dlʌvz],inʌfs,0.5833333333333333
01SSD1M,[k'weɐ],oʊiʌp,1.625
