target_word,ground_truth_ipa,actual_ipa,distance
04SSD2M,[iʌɽi],hiʌɾi,7.75
cleft_21M,[akʌp],ʔɑkʌp,7.5
02SSD1M,[aʒo],ɑʃeɪ,8.75
01SSD1M,[¡hβab],hwʌmb,13.75
02SSD1M,[dlʒɛɪ],ɹeɪ,18.25
04SSD2M,[pɛb],ɛ,14.5
03SSD1F,[sek'],sik,0.5
01SSD1M,[ɢɑz],ɔz,8.75
04SSD2M,[fi],fi,0.0
03SSD1F,[tɪdəɹ],ɪddʒʒʌ,30.25
02SSD1M,[ʒɪŋ],hjeɪŋ,18.125
04SSD2M,[tam],ʌm,7.75
04SSD2M,[faŋkʉ],fænk,9.875
03SSD1F,[tswea],ʃɹwiʌ,8.5
04SSD2M,[tif],tif,0.0
04SSD2M,[oto],oʊtʊl,15.25
03SSD1F,[fae],fɹæhi,15.5
04SSD2M,[fɛʌ],sɑ,9.125
01SSD1M,[kɑɪ],,inf
04SSD2M,[bɪ̽ɡ],æɡ,8.5
03SSD1F,[dlʌvz],inʌfs,11.0
01SSD1M,[k'weɐ],oʊiʌp,19.75
