target_word,ground_truth_ipa,actual_ipa,distance
04SSD2M,[iʌɽi],inijʌmi,25.625
cleft_21M,[akʌp],aɪɡɑt,9.375
03SSD1F,[fants],fænz,8.0
cleft_21M,[as͋i],aɪsi,7.25
04SSD2M,[aka],ɑtʃʃɑ,17.125
01SSD1M,[ijʌ],i,14.5
04SSD2M,[ɭɛɻo],lɛloʊ,11.5
01SSD1M,[apəl̰],æftəɹ,12.625
04SSD2M,[fɔk],fɹɑɡ,9.0
04SSD2M,[kɥin],kʊd,11.0
04SSD2M,[aða],aɪ,9.0
03SSD1F,[kʉk],ǀ,16.625
03SSD1F,[fɪ̽ʔtʃʃə],sɛkənd,29.375
cleft_16M,[a̰hçɔkʼ],əʃʊk,10.375
01SSD1M,[pɪ̽ŋq'pɔŋq'],pɪŋpɑŋ,16.0
04SSD2M,[doɐ],tuɔ˥,9.75
03SSD1F,[tco()koɐ],kulkul,22.5
04SSD2M,[ijo],io,7.25
04SSD2M,[tʉbʌs],tuplʌs,7.75
04SSD2M,[pɛb],tæp,2.125
03SSD1F,[sek'],fit,3.75
02SSD1M,[dlʒɛɪ],oʊkeɪ,19.375
01SSD1M,[¡hβab],kæn,14.625
02SSD1M,[aʒo],haɪ,15.125
01SSD1M,[k'weɐ],kænju,17.0
01SSD1M,[kɑɪ],tɔk,11.75
04SSD2M,[fɛʌ],fɛɹfɛɹ,22.5
03SSD1F,[dlʌvz],lʌv,14.5
04SSD2M,[bɪ̽ɡ],bɪɡ,0.0
04SSD2M,[tif],tif,0.0
04SSD2M,[oto],ʊto,0.75
03SSD1F,[fae],tɹaɪ,10.375
03SSD1F,[tswea],ʃu,24.5
04SSD2M,[tam],tɑm,0.25
04SSD2M,[faŋkʉ],faɪnθæŋks,37.0
04SSD2M,[fi],fi,0.0
03SSD1F,[tɪdəɹ],tədeɪ,5.25
02SSD1M,[ʒɪŋ],ʃɛd,5.375
01SSD1M,[ɢɑz],dɑɡz,8.875
cleft_16M,[tʉ],θæŋks,25.75
03SSD1F,[fɛlʌ],slɜɹp,21.0
03SSD1F,[dɪdəɹ],tədɑ,9.5
02SSD1M,[ɡɪ̽ʝʌl],kæʒuəl,10.375
cleft_28F,[aθoᵊɹ],aɪhævtə,31.375
03SSD1F,[ɡeʔ()dᵊɡɛʔ()det],keykey,37.125
03SSD1F,[swɪ̽n],slɪm,6.75
03SSD1F,[fae],faɪn,8.0
01SSD1M,[tɒɪ],kʌm,10.0
03SSD1F,[hɛlətɔʔtʌ],hiləkɑptəɹ,17.625
04SSD2M,[asa],aɪsɔ,8.5
01SSD1M,[ʃip͋],saɪ,10.875
04SSD2M,[bɪsɪ̽t],pɛfɛk,4.5
03SSD1F,[wɔʔs],oʊwʌts,21.125
04SSD2M,[ɔɻɪndʒʒ͋],ɔɹɛndʒʒ,2.0
03SSD1F,[ɟoɐ],tuɑ,4.125
03SSD1F,[tip],tɪp,0.25
03SSD1F,[ʌmbəʋɛlɐ],ʌnbəlivəbəl,32.375
03SSD1F,[ɡəwaf],ɡoʊɛ,12.125
02SSD1M,[ijʌ],jæ,8.25
03SSD1F,[kɪ̽ʔsɪ̽n͡m],kæt,31.5
03SSD1F,[tʃʃwin],tɹuli,27.375
01SSD1M,[ʃɪzɐz],ʃiz,14.75
04SSD2M,[spas],spɑs,0.25
03SSD1F,[dʒʒadɔᵊ],tʃʃætəɹ,9.25
03SSD1F,[bʌʔdəfae],bʌtðəpaɪ,9.125
02SSD1M,[lʒoʌ],jɯl,18.625
04SSD2M,[ɛbʌəʌ],əbɔɪ,9.5
04SSD2M,[bʌd],plɑt,8.5
04SSD2M,[fɔm],fɔɹm,7.25
03SSD1F,[twwab],twɛlv,12.125
04SSD2M,[stɔbeɪz],stɑpɪt,10.5
cleft_28F,[acɪ̽ʔ],aɪkænt,20.875
03SSD1F,[tif],ti,7.25
01SSD1M,[ʪkʉl],ʃ,17.375
03SSD1F,[pɪ̽d],kæt,3.5
04SSD2M,[fat'],fæt,0.5
03SSD1F,[fʋɔd],flɒp,6.5
03SSD1F,[sʉəl],soʊ,9.5
01SSD1M,[ʋɪ̽ŋk],laɪt,14.625
02SSD1M,[θɬ↓i],ʃi,8.0
03SSD1F,[ɪnᵊ],ɪn,0.0
03SSD1F,[si\sip],ʃsɪks,17.5
cleft_16M,[ɐtʃʃiᵊɹ],aki,24.875
03SSD1F,[taʔtɪʔ()t],tæptæp,15.875
04SSD2M,[ɡʌv],kaʊ,9.375
03SSD1F,[tɪ̽de],ɡʊdbaɪ,18.625
03SSD1F,[tʌidʌ],titʃʃə,18.75
01SSD1M,[ʛᵊlas],ɡlæs,1.25
04SSD2M,[fɪ̽θɪ̽n],fɹɛʃ,16.0
04SSD2M,[ᵊlɛɐɭo],həloʊ,16.375
03SSD1F,[dʌt],t͡ɕɑ,10.25
01SSD1M,[vɛʌ],soʊ,3.875
01SSD1M,[dʒʒ͌ɪ̽ʋaf],həloʊ,33.375
03SSD1F,[dʒʒʉ],si,17.25
04SSD2M,[bip],bip,0.0
cleft_21M,[atʉᵊl],ækʃəl,11.75
cleft_28F,[aʪɵt],æktʃʃəli,42.5
03SSD1F,[sɛbɹ͡wɐ],sɛbo,15.5
04SSD2M,[ɔʌ],ɑ,8.0
01SSD1M,[hɛləxɔptɐ],ændaɪkænttɔk,43.25
04SSD2M,[lae],laɪ,0.75
cleft_28F,[aθ͢sɪ̽p],æsk,17.0
03SSD1F,[bʌd͆e],tɛdi,2.625
04SSD2M,[tɛʌɽe],dædi,13.0
04SSD2M,[hʉmɪ̽n],heɪmæn,10.5
03SSD1F,/dʒʒaʉn/,tu,29.5
cleft_28F,[açak'],əʃɑt,4.5
03SSD1F,[fɪ̽s],fɹɛʃ,8.5
03SSD1F,[dos],doʊs,7.25
01SSD1M,[tʃʃɪkɪ̽nkʌwe],tʃʃɪkɪn,29.0
02SSD1M,[aʒo],aɪlduɪt,32.0
01SSD1M,[bʋɛdθ],plænət,16.375
03SSD1F,[sʉ],si,1.75
01SSD1M,[pixɪŋ],biɪŋ,7.5
cleft_28F,[aʪɔk'],aɪsɔɪt,23.875
04SSD2M,[ɛəfaɪn],hævfʌn,16.25
01SSD1M,[wɛᵊ],ɔnðə,18.375
02SSD1M,[iʒɪi],izi,8.0
